bom_id,category,material_name,base_quantity,unit,wastage_percent,final_quantity,unit_rate_inr,total_cost_inr,region,season,grade
BOM-0528,Carpentry,Edge Band,135.31,sqft,23.53,167.15,390.17,65216.92,north,monsoon,Premium
BOM-0529,Carpentry,Plywood,157.0,sqft,10.7,173.8,307.57,53455.67,west,normal,Standard
BOM-0530,Plumbing,CPVC Pipe,264.4,sqft,8.49,286.85,205.78,59027.99,south,summer,Standard
BOM-0531,Carpentry,Plywood,139.65,sqft,23.61,172.62,645.99,111510.79,north,normal,Premium
BOM-0532,Plumbing,CPVC Pipe,122.1,sqft,23.69,151.03,625.81,94516.08,south,normal,Premium
BOM-0533,Plumbing,UPVC Pipe,136.6,sqft,24.33,169.83,448.14,76107.62,west,normal,Premium
BOM-0534,Carpentry,Adhesive,252.11,kg,12.4,283.37,754.55,213816.83,south,normal,Standard
BOM-0535,Painting,Primer,19.65,sqft,22.51,24.07,710.65,17105.35,south,summer,Standard
BOM-0536,Electrical,Wires,65.99,sqft,19.08,78.58,481.42,37829.98,west,summer,Premium
BOM-0537,Carpentry,Adhesive,195.97,kg,18.22,231.68,47.28,10953.83,north,monsoon,Premium
BOM-0538,Electrical,Switches,290.27,sqft,18.93,345.22,404.47,139631.13,north,normal,Premium
BOM-0539,Carpentry,Hinges,69.37,sqft,13.14,78.49,487.75,38283.5,west,normal,Standard
BOM-0540,Carpentry,Plywood,155.9,sqft,19.26,185.93,765.22,142277.35,north,monsoon,Premium
BOM-0541,Carpentry,Hinges,206.9,sqft,16.19,240.4,329.2,79139.68,north,monsoon,Premium
BOM-0542,Carpentry,Hinges,82.04,sqft,20.09,98.52,807.44,79548.99,north,summer,Standard
BOM-0543,Plumbing,CPVC Pipe,230.81,sqft,23.29,284.57,732.67,208495.9,west,normal,Premium
BOM-0544,Electrical,Wires,46.28,sqft,8.43,50.18,467.74,23471.19,north,normal,Premium
BOM-0545,Painting,Primer,119.54,sqft,8.6,129.82,648.94,84245.39,west,summer,Premium
BOM-0546,Electrical,Switches,215.44,sqft,19.67,257.82,588.95,151843.09,north,monsoon,Premium
BOM-0547,Plumbing,CPVC Pipe,93.56,sqft,10.89,103.75,605.55,62825.81,west,summer,Premium
BOM-0548,Carpentry,Laminate,143.88,sqft,20.6,173.52,663.66,115158.28,west,summer,Premium
BOM-0549,Electrical,Wires,31.34,sqft,14.04,35.74,680.02,24303.91,north,normal,Premium
BOM-0550,Painting,Emulsion Paint,81.86,sqft,13.0,92.5,772.04,71413.7,north,summer,Standard
BOM-0551,Painting,Putty,267.38,kg,16.51,311.52,786.05,244870.3,north,monsoon,Premium
BOM-0552,Painting,Primer,20.95,sqft,22.52,25.67,158.13,4059.2,south,normal,Premium
BOM-0553,Plumbing,UPVC Pipe,268.39,sqft,24.77,334.87,163.17,54640.74,west,summer,Standard
BOM-0554,Painting,Putty,103.13,kg,24.77,128.68,309.54,39831.61,south,summer,Premium
BOM-0555,Carpentry,Hinges,66.77,sqft,21.15,80.89,535.6,43324.68,south,normal,Standard
BOM-0556,Carpentry,Adhesive,186.27,kg,18.77,221.23,386.92,85598.31,north,normal,Standard
BOM-0557,Carpentry,Plywood,162.47,sqft,20.42,195.65,857.06,167683.79,north,monsoon,Standard
BOM-0558,Carpentry,Plywood,204.64,sqft,18.65,242.81,253.99,61671.31,west,normal,Premium
BOM-0559,Carpentry,Adhesive,35.3,kg,16.56,41.15,303.26,12479.15,south,summer,Premium
BOM-0560,Carpentry,Hinges,139.5,sqft,16.84,162.99,490.74,79985.71,north,monsoon,Standard
BOM-0561,Painting,Emulsion Paint,298.86,sqft,16.33,347.66,685.1,238181.87,south,normal,Standard
BOM-0562,Carpentry,Edge Band,71.17,sqft,24.74,88.78,221.62,19675.42,south,monsoon,Standard
BOM-0563,Carpentry,Laminate,113.14,sqft,19.06,134.7,72.13,9715.91,west,normal,Standard
BOM-0564,Plumbing,UPVC Pipe,298.43,sqft,19.25,355.88,602.07,214264.67,south,summer,Standard
BOM-0565,Painting,Primer,136.07,sqft,10.1,149.81,257.35,38553.6,west,summer,Standard
BOM-0566,Electrical,Switches,207.29,sqft,8.16,224.2,401.95,90117.19,south,monsoon,Premium
BOM-0567,Plumbing,UPVC Pipe,183.66,sqft,10.33,202.63,754.36,152855.97,south,monsoon,Standard
BOM-0568,Carpentry,Hinges,38.63,sqft,9.81,42.42,210.84,8943.83,south,normal,Standard
BOM-0569,Painting,Emulsion Paint,212.51,sqft,13.02,240.18,73.89,17746.9,north,summer,Premium
BOM-0570,Painting,Emulsion Paint,74.18,sqft,8.22,80.28,116.54,9355.83,south,monsoon,Premium
BOM-0571,Carpentry,Adhesive,285.09,kg,21.25,345.67,104.54,36136.34,west,summer,Premium
BOM-0572,Electrical,Wires,73.19,sqft,24.81,91.35,294.58,26909.88,north,summer,Standard
BOM-0573,Carpentry,Adhesive,262.87,kg,22.49,321.99,349.78,112625.66,west,normal,Premium
BOM-0574,Electrical,Switches,39.19,sqft,22.47,48.0,805.65,38671.2,south,summer,Standard
BOM-0575,Painting,Emulsion Paint,110.47,sqft,15.44,127.53,574.75,73297.87,west,summer,Premium
BOM-0576,Painting,Emulsion Paint,58.95,sqft,14.81,67.68,867.59,58718.49,north,normal,Premium
BOM-0577,Painting,Primer,196.41,sqft,21.55,238.74,137.23,32762.29,west,monsoon,Standard
BOM-0578,Carpentry,Adhesive,35.6,kg,23.49,43.96,455.1,20006.2,west,monsoon,Premium
BOM-0579,Carpentry,Adhesive,185.34,kg,21.25,224.72,565.77,127139.83,west,monsoon,Standard
BOM-0580,Painting,Putty,276.52,kg,9.92,303.95,393.7,119665.11,south,summer,Premium
BOM-0581,Electrical,Wires,97.7,sqft,19.98,117.22,623.02,73030.4,west,monsoon,Standard
BOM-0582,Electrical,Wires,262.58,sqft,16.82,306.75,631.89,193832.26,west,summer,Premium
BOM-0583,Electrical,Wires,219.36,sqft,16.19,254.87,610.79,155672.05,west,normal,Standard
BOM-0584,Plumbing,CPVC Pipe,268.16,sqft,18.42,317.56,50.01,15881.18,south,monsoon,Premium
BOM-0585,Painting,Putty,261.48,kg,9.27,285.72,462.82,132236.93,south,normal,Premium
BOM-0586,Carpentry,Plywood,154.54,sqft,17.36,181.37,365.63,66314.31,south,summer,Premium
BOM-0587,Painting,Putty,241.37,kg,15.62,279.07,776.67,216745.3,north,normal,Standard
BOM-0588,Painting,Putty,224.85,kg,8.3,243.51,386.96,94228.63,south,monsoon,Standard
BOM-0589,Carpentry,Laminate,238.58,sqft,24.37,296.72,588.28,174554.44,west,monsoon,Standard
BOM-0590,Electrical,Wires,203.08,sqft,24.16,252.14,352.47,88871.79,south,summer,Premium
BOM-0591,Painting,Emulsion Paint,170.24,sqft,18.54,201.8,446.89,90182.4,west,normal,Premium
BOM-0592,Carpentry,Laminate,33.74,sqft,19.2,40.22,41.89,1684.82,north,monsoon,Premium
BOM-0593,Plumbing,CPVC Pipe,158.99,sqft,19.94,190.69,79.37,15135.07,south,normal,Standard
BOM-0594,Electrical,Switches,224.04,sqft,14.96,257.56,258.69,66628.2,south,summer,Standard
BOM-0595,Painting,Primer,68.6,sqft,22.02,83.71,203.9,17068.47,north,summer,Premium
BOM-0596,Carpentry,Plywood,278.35,sqft,22.24,340.26,546.38,185911.26,north,normal,Standard
BOM-0597,Painting,Putty,6.28,kg,20.52,7.57,515.77,3904.38,north,monsoon,Premium
BOM-0598,Plumbing,CPVC Pipe,235.42,sqft,23.47,290.67,634.96,184563.82,south,monsoon,Standard
BOM-0599,Carpentry,Laminate,119.28,sqft,18.21,141.0,799.12,112675.92,west,normal,Premium
BOM-0600,Plumbing,UPVC Pipe,275.19,sqft,20.96,332.87,275.29,91635.78,north,normal,Premium
BOM-0601,Carpentry,Adhesive,45.76,kg,18.24,54.11,802.34,43414.62,west,normal,Premium
BOM-0602,Electrical,Switches,222.36,sqft,17.41,261.07,226.91,59239.39,south,monsoon,Premium
BOM-0603,Electrical,Wires,106.86,sqft,19.43,127.62,883.95,112809.7,west,summer,Premium
BOM-0604,Electrical,Switches,39.04,sqft,13.99,44.5,453.12,20163.84,west,monsoon,Premium
BOM-0605,Electrical,Wires,225.62,sqft,22.3,275.93,285.9,78888.39,north,summer,Standard
BOM-0606,Carpentry,Plywood,117.36,sqft,8.9,127.81,88.68,11334.19,north,summer,Premium
BOM-0607,Electrical,Wires,78.92,sqft,22.27,96.5,633.91,61172.31,north,summer,Standard
BOM-0608,Painting,Emulsion Paint,245.14,sqft,9.74,269.02,786.51,211586.92,west,monsoon,Standard
BOM-0609,Electrical,Switches,195.9,sqft,14.61,224.52,479.39,107632.64,west,normal,Standard
BOM-0610,Painting,Primer,119.33,sqft,24.26,148.28,879.21,130369.26,north,monsoon,Standard
BOM-0611,Carpentry,Plywood,224.38,sqft,11.45,250.07,787.21,196857.6,north,summer,Premium
BOM-0612,Plumbing,UPVC Pipe,166.25,sqft,18.26,196.61,707.49,139099.61,south,normal,Premium
BOM-0613,Carpentry,Adhesive,295.12,kg,9.27,322.48,867.73,279825.57,west,monsoon,Standard
BOM-0614,Painting,Primer,16.99,sqft,12.74,19.15,267.25,5117.84,south,monsoon,Premium
BOM-0615,Carpentry,Plywood,102.52,sqft,20.06,123.09,173.13,21310.57,south,normal,Standard
BOM-0616,Electrical,Wires,186.6,sqft,19.25,222.52,461.87,102775.31,west,monsoon,Premium
BOM-0617,Carpentry,Laminate,236.29,sqft,13.4,267.95,229.17,61406.1,south,monsoon,Standard
BOM-0618,Plumbing,CPVC Pipe,52.01,sqft,17.23,60.97,386.94,23591.73,north,summer,Standard
BOM-0619,Electrical,Wires,102.91,sqft,14.13,117.45,227.86,26762.16,west,monsoon,Premium
BOM-0620,Plumbing,CPVC Pipe,247.99,sqft,24.68,309.19,47.57,14708.17,west,normal,Premium
BOM-0621,Carpentry,Edge Band,271.83,sqft,18.43,321.93,574.17,184842.55,south,monsoon,Premium
BOM-0622,Painting,Primer,275.2,sqft,24.06,341.41,371.85,126953.31,west,monsoon,Premium
BOM-0623,Carpentry,Plywood,273.84,sqft,21.98,334.03,362.46,121072.51,west,normal,Premium
BOM-0624,Carpentry,Plywood,92.45,sqft,19.08,110.09,315.47,34730.09,south,summer,Standard
BOM-0625,Plumbing,CPVC Pipe,162.3,sqft,18.66,192.59,221.27,42614.39,west,summer,Premium
BOM-0626,Carpentry,Laminate,65.65,sqft,22.09,80.15,795.63,63769.74,west,normal,Standard
BOM-0627,Electrical,Switches,207.38,sqft,8.4,224.8,656.51,147583.45,south,summer,Standard
BOM-0628,Carpentry,Plywood,57.51,sqft,12.28,64.57,100.58,6494.45,south,normal,Premium
BOM-0629,Painting,Primer,138.08,sqft,14.88,158.63,312.11,49510.01,north,monsoon,Standard
BOM-0630,Plumbing,CPVC Pipe,6.74,sqft,20.24,8.1,94.38,764.48,west,monsoon,Standard
BOM-0631,Electrical,Switches,255.23,sqft,14.08,291.17,472.44,137560.35,north,monsoon,Premium
BOM-0632,Plumbing,UPVC Pipe,30.52,sqft,21.01,36.93,416.4,15377.65,north,monsoon,Standard
BOM-0633,Painting,Putty,51.12,kg,11.74,57.12,682.21,38967.84,west,normal,Standard
BOM-0634,Carpentry,Hinges,204.8,sqft,23.54,253.01,723.71,183105.87,west,monsoon,Premium
BOM-0635,Carpentry,Plywood,168.29,sqft,17.44,197.64,145.98,28851.49,south,monsoon,Premium
BOM-0636,Plumbing,CPVC Pipe,166.52,sqft,9.45,182.26,220.65,40215.67,west,monsoon,Premium
BOM-0637,Carpentry,Edge Band,126.73,sqft,18.98,150.78,480.8,72495.02,south,summer,Standard
BOM-0638,Plumbing,UPVC Pipe,251.25,sqft,11.3,279.64,195.97,54801.05,west,summer,Premium
BOM-0639,Electrical,Wires,167.15,sqft,12.94,188.78,97.93,18487.23,south,summer,Premium
BOM-0640,Painting,Emulsion Paint,110.36,sqft,19.41,131.78,241.7,31851.23,north,monsoon,Standard
BOM-0641,Carpentry,Edge Band,98.75,sqft,15.66,114.21,570.05,65105.41,north,monsoon,Standard
BOM-0642,Plumbing,UPVC Pipe,172.22,sqft,21.73,209.64,864.45,181223.3,south,summer,Premium
BOM-0643,Carpentry,Edge Band,236.77,sqft,20.11,284.38,591.12,168102.71,north,normal,Standard
BOM-0644,Electrical,Wires,221.23,sqft,22.92,271.94,438.05,119123.32,north,normal,Premium
BOM-0645,Plumbing,CPVC Pipe,37.11,sqft,18.97,44.15,110.5,4878.57,north,summer,Standard
BOM-0646,Carpentry,Hinges,221.4,sqft,18.65,262.69,665.59,174843.84,south,monsoon,Standard
BOM-0647,Plumbing,UPVC Pipe,175.78,sqft,21.08,212.83,222.97,47454.71,south,monsoon,Premium
BOM-0648,Plumbing,CPVC Pipe,268.73,sqft,17.17,314.87,602.36,189665.09,south,normal,Premium
BOM-0649,Carpentry,Edge Band,267.97,sqft,18.02,316.26,777.16,245784.62,south,normal,Standard
BOM-0650,Painting,Primer,112.34,sqft,8.18,121.53,245.44,29828.32,west,monsoon,Standard
BOM-0651,Plumbing,CPVC Pipe,46.41,sqft,10.71,51.38,527.07,27080.86,west,monsoon,Standard
BOM-0652,Electrical,Switches,220.94,sqft,23.97,273.9,74.76,20476.76,north,summer,Standard
BOM-0653,Carpentry,Hinges,113.98,sqft,8.73,123.93,217.83,26995.67,north,normal,Premium
BOM-0654,Painting,Putty,265.06,kg,8.68,288.07,597.73,172188.08,south,monsoon,Premium
BOM-0655,Electrical,Switches,82.68,sqft,17.25,96.94,189.51,18371.1,west,normal,Premium
BOM-0656,Plumbing,UPVC Pipe,197.73,sqft,22.2,241.63,484.33,117028.66,north,summer,Premium
BOM-0657,Painting,Emulsion Paint,246.08,sqft,13.87,280.21,721.69,202224.75,west,summer,Standard
BOM-0658,Painting,Putty,53.85,kg,9.31,58.86,593.39,34926.94,south,summer,Standard
BOM-0659,Carpentry,Adhesive,111.86,kg,20.19,134.44,141.76,19058.21,south,normal,Premium
BOM-0660,Electrical,Switches,38.43,sqft,19.48,45.92,451.96,20754.0,west,summer,Premium
BOM-0661,Carpentry,Plywood,76.88,sqft,10.17,84.7,549.42,46535.87,south,monsoon,Standard
BOM-0662,Plumbing,UPVC Pipe,48.33,sqft,10.83,53.56,833.3,44631.55,west,normal,Standard
BOM-0663,Electrical,Switches,219.75,sqft,21.96,268.01,854.64,229052.07,south,normal,Premium
BOM-0664,Painting,Putty,55.32,kg,22.12,67.56,556.72,37612.0,west,summer,Premium
BOM-0665,Carpentry,Adhesive,218.64,kg,13.83,248.88,429.98,107013.42,west,summer,Standard
BOM-0666,Painting,Primer,118.71,sqft,9.85,130.4,214.02,27908.21,west,monsoon,Premium
BOM-0667,Carpentry,Adhesive,183.63,kg,11.02,203.87,815.38,166231.52,west,summer,Standard
BOM-0668,Carpentry,Laminate,147.26,sqft,10.22,162.31,558.99,90729.67,south,monsoon,Premium
BOM-0669,Plumbing,CPVC Pipe,129.1,sqft,22.87,158.63,639.97,101518.44,north,summer,Premium
BOM-0670,Painting,Primer,108.4,sqft,21.68,131.9,820.76,108258.24,west,monsoon,Standard
BOM-0671,Painting,Primer,44.5,sqft,16.11,51.67,239.96,12398.73,south,normal,Premium
BOM-0672,Carpentry,Hinges,60.76,sqft,20.06,72.95,718.9,52443.75,west,monsoon,Standard
BOM-0673,Plumbing,CPVC Pipe,7.12,sqft,19.13,8.48,631.48,5354.95,north,normal,Premium
BOM-0674,Carpentry,Laminate,50.66,sqft,19.08,60.33,258.12,15572.38,west,normal,Premium
BOM-0675,Plumbing,UPVC Pipe,86.29,sqft,19.57,103.18,689.28,71119.91,north,monsoon,Premium
BOM-0676,Carpentry,Adhesive,114.21,kg,17.43,134.12,258.25,34636.49,north,monsoon,Premium
BOM-0677,Electrical,Switches,122.45,sqft,10.35,135.12,782.89,105784.1,south,monsoon,Standard
BOM-0678,Painting,Putty,236.02,kg,24.14,293.0,126.24,36988.32,west,normal,Premium
BOM-0679,Plumbing,CPVC Pipe,186.14,sqft,19.64,222.7,84.77,18878.28,north,monsoon,Standard
BOM-0680,Carpentry,Laminate,247.86,sqft,16.02,287.57,556.21,159949.31,south,summer,Premium
BOM-0681,Carpentry,Edge Band,114.4,sqft,18.35,135.39,663.07,89773.05,north,monsoon,Premium
BOM-0682,Electrical,Switches,289.24,sqft,8.98,315.21,705.3,222317.61,south,monsoon,Premium
BOM-0683,Painting,Putty,8.16,kg,22.46,9.99,840.45,8396.1,west,normal,Standard
BOM-0684,Carpentry,Plywood,236.27,sqft,16.68,275.68,640.67,176619.91,west,summer,Standard
BOM-0685,Painting,Emulsion Paint,75.58,sqft,8.0,81.63,175.4,14317.9,north,normal,Premium
BOM-0686,Electrical,Wires,121.57,sqft,17.96,143.4,485.26,69586.28,west,monsoon,Standard
BOM-0687,Carpentry,Laminate,167.13,sqft,20.34,201.12,520.84,104751.34,west,normal,Premium
BOM-0688,Carpentry,Hinges,71.76,sqft,24.37,89.25,431.09,38474.78,north,monsoon,Standard
BOM-0689,Carpentry,Hinges,56.64,sqft,16.61,66.05,520.42,34373.74,west,normal,Premium
BOM-0690,Carpentry,Laminate,241.87,sqft,24.26,300.55,793.46,238474.4,west,normal,Premium
BOM-0691,Painting,Primer,171.13,sqft,21.09,207.22,691.43,143278.12,north,monsoon,Premium
BOM-0692,Plumbing,UPVC Pipe,259.3,sqft,16.19,301.28,261.72,78851.0,north,monsoon,Standard
BOM-0693,Electrical,Wires,211.85,sqft,21.6,257.61,394.69,101676.09,north,monsoon,Standard
BOM-0694,Electrical,Switches,250.49,sqft,12.22,281.1,119.99,33729.19,west,monsoon,Premium
BOM-0695,Carpentry,Laminate,168.59,sqft,11.03,187.19,309.93,58015.8,south,monsoon,Premium
BOM-0696,Carpentry,Adhesive,284.4,kg,19.61,340.17,822.54,279803.43,north,monsoon,Standard
BOM-0697,Carpentry,Edge Band,221.95,sqft,22.84,272.64,217.83,59389.17,south,summer,Premium
BOM-0698,Carpentry,Adhesive,234.79,kg,10.04,258.36,107.5,27773.7,west,normal,Standard
BOM-0699,Plumbing,CPVC Pipe,287.61,sqft,22.42,352.09,359.23,126481.29,north,normal,Premium
BOM-0700,Painting,Putty,58.95,kg,20.99,71.32,479.57,34202.93,north,summer,Standard
BOM-0701,Carpentry,Plywood,160.09,sqft,15.19,184.41,848.1,156398.12,south,monsoon,Premium
BOM-0702,Painting,Primer,258.82,sqft,21.19,313.66,433.19,135874.38,south,monsoon,Premium
BOM-0703,Painting,Emulsion Paint,208.32,sqft,8.2,225.4,221.25,49869.75,west,summer,Premium
BOM-0704,Painting,Emulsion Paint,185.77,sqft,12.41,208.82,511.76,106865.72,south,normal,Premium
BOM-0705,Plumbing,UPVC Pipe,106.21,sqft,11.13,118.03,404.59,47753.76,north,monsoon,Premium
BOM-0706,Painting,Emulsion Paint,257.03,sqft,12.75,289.8,194.7,56424.06,south,monsoon,Standard
BOM-0707,Carpentry,Laminate,217.64,sqft,21.67,264.8,517.59,137057.83,north,summer,Standard
BOM-0708,Electrical,Switches,49.12,sqft,21.7,59.78,191.88,11470.59,north,summer,Premium
BOM-0709,Painting,Putty,93.51,kg,17.56,109.93,528.34,58080.42,north,summer,Standard
BOM-0710,Carpentry,Plywood,68.56,sqft,12.32,77.01,761.52,58644.66,south,normal,Premium
BOM-0711,Carpentry,Hinges,111.48,sqft,17.53,131.02,841.39,110238.92,north,normal,Standard
BOM-0712,Painting,Primer,40.77,sqft,22.75,50.05,868.28,43457.41,south,monsoon,Standard
BOM-0713,Carpentry,Hinges,109.76,sqft,19.44,131.1,459.24,60206.36,west,normal,Standard
BOM-0714,Painting,Primer,186.03,sqft,15.88,215.57,862.67,185965.77,south,monsoon,Premium
BOM-0715,Painting,Primer,191.23,sqft,17.72,225.12,770.05,173353.66,south,summer,Standard
BOM-0716,Painting,Emulsion Paint,72.32,sqft,13.39,82.0,290.57,23826.74,north,monsoon,Premium
BOM-0717,Carpentry,Hinges,266.87,sqft,21.28,323.66,847.34,274250.06,west,monsoon,Premium
BOM-0718,Painting,Primer,54.36,sqft,22.52,66.6,147.53,9825.5,south,monsoon,Premium
BOM-0719,Electrical,Switches,211.71,sqft,9.36,231.53,183.54,42495.02,south,summer,Standard
BOM-0720,Painting,Putty,166.79,kg,8.45,180.88,381.43,68993.06,south,summer,Premium
BOM-0721,Plumbing,UPVC Pipe,50.81,sqft,19.13,60.53,801.51,48515.4,north,summer,Standard
BOM-0722,Electrical,Switches,88.83,sqft,18.65,105.4,152.9,16115.66,south,summer,Standard
BOM-0723,Electrical,Wires,110.27,sqft,23.56,136.25,783.25,106717.81,north,monsoon,Premium
BOM-0724,Plumbing,CPVC Pipe,136.23,sqft,24.48,169.58,639.96,108524.42,south,monsoon,Premium
BOM-0725,Electrical,Wires,225.93,sqft,22.91,277.69,414.08,114985.88,west,monsoon,Premium
BOM-0726,Painting,Emulsion Paint,147.09,sqft,11.86,164.53,117.02,19253.3,north,normal,Premium
BOM-0727,Carpentry,Hinges,50.94,sqft,8.18,55.11,490.05,27006.66,south,normal,Premium
BOM-0728,Painting,Putty,162.85,kg,19.69,194.92,463.06,90259.66,north,normal,Standard
BOM-0729,Painting,Primer,240.4,sqft,18.15,284.03,725.22,205984.24,west,normal,Standard
BOM-0730,Painting,Primer,265.24,sqft,15.43,306.17,254.91,78045.79,west,monsoon,Premium
BOM-0731,Painting,Primer,70.07,sqft,9.35,76.62,577.78,44269.5,west,monsoon,Premium
BOM-0732,Carpentry,Hinges,196.29,sqft,17.04,229.74,271.19,62303.19,south,summer,Standard
BOM-0733,Carpentry,Adhesive,90.43,kg,18.83,107.46,571.25,61386.52,north,monsoon,Premium
BOM-0734,Carpentry,Edge Band,99.59,sqft,10.59,110.14,873.96,96257.95,south,summer,Standard
BOM-0735,Carpentry,Hinges,84.41,sqft,20.16,101.43,665.31,67482.39,south,summer,Standard
BOM-0736,Carpentry,Plywood,150.61,sqft,13.81,171.41,307.96,52787.42,north,normal,Premium
BOM-0737,Electrical,Switches,238.47,sqft,13.61,270.93,765.45,207383.37,south,summer,Premium
BOM-0738,Painting,Primer,26.06,sqft,15.99,30.23,205.29,6205.92,north,normal,Standard
BOM-0739,Carpentry,Laminate,292.51,sqft,20.15,351.45,370.93,130363.35,north,summer,Standard
BOM-0740,Carpentry,Edge Band,140.95,sqft,21.11,170.7,488.18,83332.33,south,normal,Premium
BOM-0741,Electrical,Wires,288.56,sqft,23.92,357.58,176.41,63080.69,west,summer,Standard
BOM-0742,Carpentry,Hinges,146.96,sqft,13.08,166.18,349.97,58158.01,south,monsoon,Standard
BOM-0743,Carpentry,Laminate,74.61,sqft,15.38,86.09,52.96,4559.33,north,monsoon,Standard
BOM-0744,Painting,Primer,237.8,sqft,8.15,257.18,76.11,19573.97,west,normal,Standard
BOM-0745,Painting,Emulsion Paint,232.39,sqft,12.23,260.81,469.93,122562.44,west,monsoon,Premium
BOM-0746,Electrical,Wires,22.72,sqft,14.04,25.91,172.37,4466.11,west,summer,Standard
BOM-0747,Painting,Putty,73.64,kg,24.69,91.82,718.16,65941.45,north,normal,Standard
BOM-0748,Carpentry,Plywood,208.33,sqft,14.09,237.68,155.87,37047.18,south,normal,Premium
BOM-0749,Plumbing,CPVC Pipe,91.94,sqft,19.85,110.19,203.21,22391.71,south,monsoon,Premium
BOM-0750,Painting,Emulsion Paint,221.06,sqft,12.68,249.09,754.96,188052.99,west,summer,Standard
BOM-0751,Plumbing,CPVC Pipe,50.73,sqft,13.03,57.34,266.48,15279.96,north,normal,Standard
BOM-0752,Electrical,Wires,154.26,sqft,20.47,185.84,799.32,148545.63,west,normal,Standard
BOM-0753,Painting,Emulsion Paint,217.7,sqft,19.19,259.48,503.5,130648.18,north,summer,Premium
BOM-0754,Plumbing,CPVC Pipe,50.47,sqft,12.81,56.94,392.43,22344.96,north,summer,Standard
BOM-0755,Plumbing,CPVC Pipe,199.37,sqft,8.74,216.79,846.51,183514.9,south,summer,Standard
BOM-0756,Carpentry,Laminate,148.18,sqft,9.68,162.52,531.07,86309.5,north,monsoon,Premium
BOM-0757,Plumbing,CPVC Pipe,189.07,sqft,18.04,223.18,82.21,18347.63,south,monsoon,Standard
BOM-0758,Carpentry,Plywood,279.41,sqft,11.55,311.68,462.61,144186.28,south,normal,Standard
BOM-0759,Painting,Emulsion Paint,169.62,sqft,23.95,210.24,397.72,83616.65,north,monsoon,Standard
BOM-0760,Plumbing,UPVC Pipe,83.42,sqft,8.69,90.67,100.53,9115.06,north,summer,Standard
BOM-0761,Plumbing,CPVC Pipe,33.65,sqft,20.33,40.49,497.23,20132.84,south,summer,Standard
BOM-0762,Plumbing,UPVC Pipe,189.47,sqft,11.04,210.39,684.31,143971.98,north,monsoon,Standard
BOM-0763,Electrical,Wires,175.09,sqft,19.47,209.18,644.19,134751.66,north,summer,Standard
BOM-0764,Carpentry,Adhesive,167.24,kg,16.58,194.97,605.48,118050.44,west,monsoon,Premium
BOM-0765,Painting,Emulsion Paint,271.23,sqft,17.35,318.29,897.29,285598.43,north,normal,Premium
BOM-0766,Electrical,Switches,100.42,sqft,12.09,112.56,509.24,57320.05,north,monsoon,Premium
BOM-0767,Painting,Emulsion Paint,288.69,sqft,15.61,333.75,381.5,127325.62,west,summer,Premium
BOM-0768,Plumbing,UPVC Pipe,9.81,sqft,10.3,10.82,805.68,8717.46,south,normal,Standard
BOM-0769,Carpentry,Edge Band,257.44,sqft,8.37,278.99,746.87,208369.26,west,normal,Standard
BOM-0770,Carpentry,Laminate,16.13,sqft,14.05,18.4,159.03,2926.15,north,monsoon,Standard
BOM-0771,Carpentry,Edge Band,80.59,sqft,13.11,91.16,530.62,48371.32,west,summer,Standard
BOM-0772,Electrical,Switches,100.78,sqft,16.2,117.11,459.92,53861.23,west,monsoon,Standard
BOM-0773,Plumbing,UPVC Pipe,194.47,sqft,8.64,211.27,735.17,155319.37,north,summer,Standard
BOM-0774,Painting,Emulsion Paint,107.64,sqft,21.89,131.2,398.21,52245.15,south,summer,Standard
BOM-0775,Electrical,Wires,234.34,sqft,14.5,268.32,302.11,81062.16,south,normal,Standard
BOM-0776,Painting,Emulsion Paint,153.21,sqft,11.75,171.21,83.45,14287.47,west,normal,Premium
BOM-0777,Plumbing,UPVC Pipe,174.7,sqft,9.53,191.35,411.46,78732.87,north,summer,Standard
BOM-0778,Painting,Emulsion Paint,29.35,sqft,17.71,34.55,82.41,2847.27,north,normal,Standard
BOM-0779,Painting,Primer,153.04,sqft,21.16,185.42,152.12,28206.09,south,normal,Standard
BOM-0780,Painting,Putty,121.62,kg,17.71,143.16,522.6,74815.42,west,monsoon,Standard
BOM-0781,Carpentry,Edge Band,26.13,sqft,21.21,31.67,318.13,10075.18,west,summer,Standard
BOM-0782,Electrical,Wires,127.01,sqft,14.21,145.06,203.82,29566.13,north,monsoon,Standard
BOM-0783,Carpentry,Hinges,54.93,sqft,13.95,62.59,746.56,46727.19,north,monsoon,Standard
BOM-0784,Painting,Putty,18.24,kg,21.91,22.24,211.73,4708.88,north,summer,Standard
BOM-0785,Carpentry,Laminate,223.18,sqft,12.13,250.25,574.06,143658.51,south,normal,Standard
BOM-0786,Painting,Emulsion Paint,209.67,sqft,9.89,230.41,427.05,98396.59,south,normal,Standard
BOM-0787,Electrical,Switches,163.71,sqft,11.46,182.47,490.01,89412.12,north,monsoon,Premium
BOM-0788,Plumbing,UPVC Pipe,220.33,sqft,10.4,243.24,640.93,155899.81,south,normal,Standard
BOM-0789,Carpentry,Hinges,55.24,sqft,12.83,62.33,718.7,44796.57,west,normal,Standard
BOM-0790,Painting,Putty,198.15,kg,8.14,214.28,374.23,80190.0,north,monsoon,Premium
BOM-0791,Carpentry,Laminate,10.63,sqft,22.75,13.05,598.49,7810.29,south,normal,Standard
