material,normalized_material,industry,region,grade,confidence,season,wbs_id,acceptance_stage_prediction_accuracy,acceptance_duration_mape,dependencies,wbs_stage_key,task_id,task_name,stage,stage_name,dur_optimistic_hours,dur_most_likely_hours,dur_pessimistic_hours,dur_expected_hours,planned_quantity,actual_quantity,quantity_variance,planned_rate,actual_rate,rate_variance,planned_cost,actual_cost,cost_variance,material_issued_qty,material_consumed_qty,material_returned_qty,material_wastage_qty,planned_start_date,planned_end_date,executed_start_date,executed_end_date,planned_labor_hours,actual_labor_hours,planned_labor_cost,labor_cost_actual,crew_size,machinery_used,weather_condition,site_condition,dpr_date,daily_progress,ncr_count,rework_quantity,rework_cost,deviation_reason
Providing and fixing motion sensor ceiling mount with wiring connection,providing and fixing motion sensor ceiling mount with wiring connection,Interior,central,B,0.9,normal,5e1bed65-7709-4479-a1ed-cd5cab4738ad,95.54%,9.84%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""EX06"", ""type"": ""FS""}, {""from"": ""EX06"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""QC02"", ""type"": ""FS""}, {""from"": ""QC02"", ""to"": ""BI01"", ""type"": ""FS""}]",Billing,BI01,Final Billing,5,Billing,1.98,2.39,3.51,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,Interior,central,B,0.9,normal,a3e51299-219b-423a-8630-bbec5cbf5c59,97.85%,9.60%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL01,Site Measurement,1,Planning,10.21,15.87,17.78,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,Interior,central,B,0.9,normal,a3e51299-219b-423a-8630-bbec5cbf5c59,97.85%,9.60%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL02,Layout Marking,1,Planning,6.62,6.52,7.22,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,Interior,central,B,0.9,normal,a3e51299-219b-423a-8630-bbec5cbf5c59,97.85%,9.60%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR01,Material Procurement,2,Procurement,11.25,12.54,11.23,11.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,Interior,central,B,0.9,normal,a3e51299-219b-423a-8630-bbec5cbf5c59,97.85%,9.60%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR02,Hardware Procurement,2,Procurement,11.66,12.76,11.75,12.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,Interior,central,B,0.9,normal,a3e51299-219b-423a-8630-bbec5cbf5c59,97.85%,9.60%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX01,Surface Preparation,3,Execution,11.49,17.27,16.76,15.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,Interior,central,B,0.9,normal,a3e51299-219b-423a-8630-bbec5cbf5c59,97.85%,9.60%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX02,Tile Laying,3,Execution,10.43,16.74,17.54,15.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,Interior,central,B,0.9,normal,a3e51299-219b-423a-8630-bbec5cbf5c59,97.85%,9.60%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX03,Adhesive Application,3,Execution,11.08,15.44,18.2,16.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,Interior,central,B,0.9,normal,a3e51299-219b-423a-8630-bbec5cbf5c59,97.85%,9.60%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX04,Grouting,3,Execution,10.15,17.06,16.71,15.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,Interior,central,B,0.9,normal,a3e51299-219b-423a-8630-bbec5cbf5c59,97.85%,9.60%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX05,Finishing,3,Execution,11.3,16.3,17.75,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,Interior,central,B,0.9,normal,a3e51299-219b-423a-8630-bbec5cbf5c59,97.85%,9.60%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",QC,QC01,Alignment Inspection,4,QC,7.41,7.84,7.53,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,providing and laying vitrified floor tiles 600x600mm including adhesive and joint filling,Interior,central,B,0.9,normal,a3e51299-219b-423a-8630-bbec5cbf5c59,97.85%,9.60%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Billing,BI01,Final Billing,5,Billing,5.37,4.64,5.04,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,Interior,central,B,0.9,normal,d43440e1-8852-4079-804a-d576978647fa,96.47%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL01,Site Measurement,1,Planning,11.3,15.68,17.48,15.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,Interior,central,B,0.9,normal,d43440e1-8852-4079-804a-d576978647fa,96.47%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL02,Layout Marking,1,Planning,7.45,7.13,7.51,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,Interior,central,B,0.9,normal,d43440e1-8852-4079-804a-d576978647fa,96.47%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR01,Material Procurement,2,Procurement,11.11,11.82,12.13,11.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,Interior,central,B,0.9,normal,d43440e1-8852-4079-804a-d576978647fa,96.47%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Procurement,PR02,Hardware Procurement,2,Procurement,11.57,11.72,11.15,12.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,Interior,central,B,0.9,normal,d43440e1-8852-4079-804a-d576978647fa,96.47%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX01,Surface Preparation,3,Execution,10.46,16.5,18.52,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,Interior,central,B,0.9,normal,d43440e1-8852-4079-804a-d576978647fa,96.47%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX02,Tile Laying,3,Execution,11.02,16.01,18.18,15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,Interior,central,B,0.9,normal,d43440e1-8852-4079-804a-d576978647fa,96.47%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX03,Adhesive Application,3,Execution,10.82,16.14,17.99,17.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,Interior,central,B,0.9,normal,d43440e1-8852-4079-804a-d576978647fa,96.47%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX04,Grouting,3,Execution,10.2,15.64,17.02,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,Interior,central,B,0.9,normal,d43440e1-8852-4079-804a-d576978647fa,96.47%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Execution,EX05,Finishing,3,Execution,10.03,17.25,18.18,16.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,Interior,central,B,0.9,normal,d43440e1-8852-4079-804a-d576978647fa,96.47%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",QC,QC01,Alignment Inspection,4,QC,7.89,7.68,8.53,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,laying ceramic wall tiles in toilets upto 7 feet height including spacers and grout,Interior,central,B,0.9,normal,d43440e1-8852-4079-804a-d576978647fa,96.47%,11.86%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Billing,BI01,Final Billing,5,Billing,5.39,4.71,4.63,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granite countertop installation including edge polishing and adhesive,granite countertop installation including edge polishing and adhesive,Interior,central,B,0.9,normal,fe73edb7-8639-4dd5-8508-f63076ecfdce,95.99%,11.50%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL01,Site Measurement,1,Planning,7.97,7.98,7.65,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granite countertop installation including edge polishing and adhesive,granite countertop installation including edge polishing and adhesive,Interior,central,B,0.9,normal,fe73edb7-8639-4dd5-8508-f63076ecfdce,95.99%,11.50%,"[{""from"": ""PL01"", ""to"": ""PL02"", ""type"": ""FS""}, {""from"": ""PL02"", ""to"": ""PR01"", ""type"": ""FS""}, {""from"": ""PR01"", ""to"": ""PR02"", ""type"": ""FS""}, {""from"": ""PR02"", ""to"": ""EX01"", ""type"": ""FS""}, {""from"": ""EX01"", ""to"": ""EX02"", ""type"": ""FS""}, {""from"": ""EX02"", ""to"": ""EX03"", ""type"": ""FS""}, {""from"": ""EX03"", ""to"": ""EX04"", ""type"": ""FS""}, {""from"": ""EX04"", ""to"": ""EX05"", ""type"": ""FS""}, {""from"": ""EX05"", ""to"": ""QC01"", ""type"": ""FS""}, {""from"": ""QC01"", ""to"": ""BI01"", ""type"": ""FS""}]",Planning,PL02,Layout Marking,1,Planning,7.03,7.34,7.44,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
